646,Dan Chisena,WR,0,0
646,Britain Covey,WR,0,0
646,Tanner Gentry,WR,0,0
646,Kevin Rader,TE,0,0
646,Cullen Gillaspia,RB,0,0
646,Brandin Bryant,RB,0,0
646,Feleipe Franks,QB,0,0
646,Quinn Nordin,K,0,0
646,Kenny Yeboah,TE,0,0
646,Malik Turner,WR,0,0
646,Quinton Bell,WR,0,0
646,Matthew Slater,WR,0,0
646,Charlie Woerner,TE,0,0
646,J.P. Holtz,TE,0,0
646,Jake Funk,RB,0,0
646,Kenjon Barner,RB,0,0
646,Raleigh Webb,WR,0,0
646,C.J. Beathard,QB,0,0
646,Khari Blasingame,RB,0,0
646,Hunter Long,TE,0,0
646,Cody Thompson,WR,0,0
646,Miller Forristall,TE,0,0
646,Matt Barkley,QB,0,0
646,John Lovett,RB,0,0
646,James Winchester,TE,0,0
646,Brandon Zylstra,WR,0,0
646,Jermar Jefferson,RB,0,0
646,Tyree Jackson,TE,0,0
646,Brittain Brown,RB,0,0
646,Ben Mason,RB,0,0
646,Stanley Berryhill III,WR,0,0
646,Trinity Benson,WR,0,0
646,Marken Michel,WR,0,0
646,Beau Brinkley,TE,0,0
646,Sandro Platzgummer,RB,0,0
646,Ramiz Ahmed,K,0,0
646,Marcus Kemp,WR,0,0
646,Binjimen Victor,WR,0,0
646,Rashard Higgins,WR,0,0
646,Albert Wilson,WR,0,0
646,Stanley Morgan Jr.,WR,0,0
646,Justyn Ross,WR,0,0
646,Logan Woodside,QB,0,0
646,Justin Hardee,WR,0,0
646,Jake Tonges,TE,0,0
646,Andre Roberts,WR,0,0
646,La'Mical Perine,RB,0,0
646,Noah Togiai,TE,0,0
646,Josh Ali,WR,0,0
646,Odell Beckham Jr.,WR,0,0
717,KaVontae Turpin,WR,0,-0.4
717,Nate Sudfeld,QB,-0.2,-0.4
719,Chad Henne,QB,-0.2,-0.5
720,Tim Boyle,QB,-0.9,-0.9
721,Taiwan Jones,RB,-0.3,-2
721,Chester Rogers,WR,-0.7,-2
